ORDER_NUMBER,ORDER_QUANTITY,SHIPPED_QUANTITY,ORDER_TYPE,PURCHASE_ORDER_NUMBER
3330510,2,2,PROMOTIONAL,0
3288710,1,1,REGULAR,0
3751981,1,1,REGULAR,0
6460463,1,1,REGULAR,0
6472494,3,3,REGULAR,0
6396456,3,3,REGULAR,0
6708450,6,0,REGULAR,0
6781164,3,3,REGULAR,0
6540172,6,6,REGULAR,0
6762251,5,5,REGULAR,0
6415544,1,0,REGULAR,0
6799395,6,6,PROMOTIONAL,0
6237775,1,1,REGULAR,0
6800795,3,3,REGULAR,0
6938131,3,3,REGULAR,0
6538884,3,3,REGULAR,0
6676664,4,0,REGULAR,0
6602156,3,3,REGULAR,0
6792931,1,1,REGULAR,0
6508521,1,0,REGULAR,0
6643852,1,0,REGULAR,0
3297590,1,1,REGULAR,0
1798723,1,1,REGULAR,0
3913882,1,1,REGULAR,0
6496751,1,1,REGULAR,0
3474956,1,1,REGULAR,0
5686953,2,2,PROMOTIONAL,0
1511638,1,1,REGULAR,0
1747638,1,1,REGULAR,0
3827410,1,1,REGULAR,0
5373956,1,1,REGULAR,0
3630686,1,1,REGULAR,0
3495254,1,1,REGULAR,0
3793688,1,1,REGULAR,0
5538987,1,1,REGULAR,0
3798584,1,1,REGULAR,0
5864928,1,1,REGULAR,0
1896940,2,2,REGULAR,0
1809520,1,1,REGULAR,0
3800684,1,1,REGULAR,0
5413826,2,2,REGULAR,0
3224541,2,2,REGULAR,0
6780281,1,1,REGULAR,0
5271312,1,1,REGULAR,0
5177170,1,1,REGULAR,0
5764152,1,1,REGULAR,0
6683721,1,1,PROMOTIONAL,0
6807636,1,0,REGULAR,0
6562016,5,5,REGULAR,0
5467019,1,1,REGULAR,0
1776977,1,1,REGULAR,0
1697977,1,0,REGULAR,0
1896552,1,1,REGULAR,0
3175601,2,0,REGULAR,0
1690159,1,0,PROMOTIONAL,0
6532020,3,3,REGULAR,0
6479372,1,1,REGULAR,0
6633123,1,1,REGULAR,0
6493098,1,1,REGULAR,0
6807085,1,1,REGULAR,0
6919433,1,1,REGULAR,0
6660827,1,1,REGULAR,0
6394085,1,1,REGULAR,0
6913736,3,3,REGULAR,0
6461000,1,1,REGULAR,0
6135165,1,1,PROMOTIONAL,0
6757321,4,4,REGULAR,0
6100377,1,0,REGULAR,0
6432936,2,2,REGULAR,0
6671130,6,6,REGULAR,0
6225361,1,1,REGULAR,0
6366378,3,3,REGULAR,0
6802737,1,1,REGULAR,0
6592303,1,1,REGULAR,0
6532922,1,1,REGULAR,0
6667193,6,6,REGULAR,0
6926109,1,1,REGULAR,0
6265848,3,3,REGULAR,0
6182089,3,3,REGULAR,0
6345388,1,1,REGULAR,0
6539019,6,6,REGULAR,0
6720085,1,1,REGULAR,0
1714443,4,4,REGULAR,0
3285598,3,3,REGULAR,0
6642890,1,1,REGULAR,0
3658292,2,2,PROMOTIONAL,0
1490068,1,1,REGULAR,0
1772161,1,1,REGULAR,0
6877557,1,1,REGULAR,0
3296389,1,0,REGULAR,0
5332267A,1,1,REGULAR,0
5470233,1,1,REGULAR,0
5399171,1,1,REGULAR,0
1955542,1,1,REGULAR,0
5467801,1,1,REGULAR,0
3754172,1,1,REGULAR,0
3238168,2,2,REGULAR,0
5754253,1,1,REGULAR,0
3181180,1,1,REGULAR,0
3190717,1,1,REGULAR,0
3170091,2,2,REGULAR,0
6653511,1,1,REGULAR,0
3133477,1,1,REGULAR,0
6327642,1,1,REGULAR,0
1674276A,2,2,REGULAR,0
3195784,1,1,REGULAR,0
3117072,1,1,REGULAR,0
6507248,1,1,REGULAR,0
3205773,1,0,REGULAR,0
5954355,1,1,REGULAR,0
5318639,1,1,REGULAR,0
3540464,1,1,REGULAR,0
3628634,1,1,REGULAR,0
3549326,1,1,REGULAR,0
1529808,2,2,PROMOTIONAL,0
1502466,2,2,PROMOTIONAL,0
1747189,1,1,REGULAR,0
3286257,1,1,REGULAR,0
3840913,1,1,PROMOTIONAL,0
5688583,2,2,REGULAR,0
3253590,1,1,REGULAR,0
1889183,2,2,REGULAR,0
1686616,1,1,REGULAR,0
5216946,2,2,REGULAR,0
5130778,1,1,PROMOTIONAL,0
5787433,1,1,REGULAR,0
5382489,4,4,REGULAR,0
3361705,3,3,REGULAR,0
6279426,1,1,REGULAR,0
6211211,1,1,REGULAR,0
5237105,1,1,REGULAR,0
5668316,1,1,REGULAR,0
5304639,1,1,REGULAR,0
3628130,1,1,PROMOTIONAL,0
6537404,1,1,REGULAR,0
5243926,2,2,REGULAR,0
3678366,1,1,REGULAR,0
5942018,1,1,REGULAR,0
3199705,1,1,REGULAR,0
6852797,1,1,REGULAR,0
1819607,1,1,PROMOTIONAL,0
6491037,3,3,REGULAR,0
3879065,3,3,PROMOTIONAL,0
5472318,2,2,PROMOTIONAL,0
3118038A,1,1,REGULAR,0
3626892,2,2,REGULAR,0
5663384,1,1,REGULAR,0
1586574,1,1,REGULAR,0
5231160,2,2,REGULAR,0
5322620,1,1,REGULAR,0
3461059,3,3,REGULAR,0
5182348,1,0,REGULAR,0
5249559,1,1,REGULAR,0
6696906,1,1,PROMOTIONAL,0
6530459,1,0,REGULAR,0
6643504,3,2,REGULAR,0
5332251,1,1,REGULAR,0
6634133,1,1,REGULAR,0
6501547,1,1,REGULAR,0
6594911,1,1,REGULAR,0
5464186,1,0,REGULAR,0
5665484,1,1,REGULAR,0
6924864,2,2,REGULAR,0
6230805,1,1,REGULAR,0
5313861,1,1,REGULAR,0
5445622,1,0,REGULAR,0
5730354,1,1,REGULAR,0
5277524,1,0,REGULAR,0
5467920,1,0,REGULAR,0
6486724,1,0,REGULAR,0
5279862,1,1,REGULAR,0
5525017,1,1,REGULAR,0
5168645,1,1,REGULAR,0
5954184,4,4,PROMOTIONAL,0
3317952,1,0,REGULAR,0
3843875,1,0,REGULAR,0
1949362,1,0,REGULAR,0
3299646,1,0,REGULAR,0
3233094,1,1,REGULAR,0
5435414,1,0,REGULAR,0
3638572,1,1,REGULAR,0
3861953,1,0,REGULAR,0
3329829,1,0,REGULAR,0
5860577,1,1,REGULAR,0
6462051,1,1,REGULAR,0
6209567,1,1,REGULAR,0
5142783,1,1,REGULAR,0
3558573,1,1,REGULAR,0
1737027,1,1,REGULAR,0
5222325,1,0,REGULAR,0
3109320,1,0,REGULAR,0
6429851,1,0,REGULAR,0
5540676,1,0,REGULAR,0
1687160,1,1,REGULAR,0
5774813,4,4,REGULAR,0
3104098,1,0,REGULAR,0
9800345,4,4,REGULAR,?
6671830,5,5,REGULAR,0
6259412,5,5,REGULAR,0
6726660,3,3,REGULAR,0
6370088,6,6,REGULAR,0
6918856,6,6,REGULAR,0
6347930,10,10,REGULAR,0
6194002,2,2,REGULAR,0
6368095,3,3,REGULAR,0
6630277,10,10,REGULAR,0
6800226,4,4,REGULAR,0
6848750,4,4,REGULAR,0
6672567,5,5,REGULAR,0
6452473,6,6,REGULAR,0
6920573,4,4,REGULAR,0
6638998,4,4,PROMOTIONAL,0
6571091,2,2,REGULAR,0
6933869,4,4,REGULAR,0
6641224,3,3,REGULAR,0
6389628,6,6,REGULAR,0
6658152,6,6,REGULAR,0
6108960,6,6,REGULAR,0
6322364,4,4,REGULAR,0
6905025,5,5,REGULAR,0
6228729,3,3,REGULAR,0
6496120,2,2,REGULAR,0
6801185,2,2,REGULAR,0
6923895,3,3,REGULAR,0
6739582,1,1,REGULAR,0
6187384,1,1,REGULAR,0
6837584,1,1,REGULAR,0
6938784,2,2,REGULAR,0
6107641,1,1,PROMOTIONAL,0
3864135,1,1,REGULAR,0
3821932,1,1,REGULAR,0
6639691,1,1,REGULAR,0
3861142,1,1,REGULAR,0
6393162,1,1,REGULAR,0
6679645,1,1,REGULAR,0
3359206,1,1,PROMOTIONAL,0
5538593,1,1,REGULAR,0
6873129,1,1,REGULAR,0
6461127,1,1,REGULAR,0
3712915,1,1,REGULAR,0
5668146,2,2,REGULAR,0
1700574,1,1,PROMOTIONAL,0
3112468,4,4,PROMOTIONAL,0
6711950,1,1,REGULAR,0
6131720,1,1,REGULAR,0
3794127,1,1,REGULAR,0
1678854,-1,-1,REGULAR,0
5403751,1,1,REGULAR,0
5286206,1,1,REGULAR,0
6571384,2,0,REGULAR,0
6308302,1,1,REGULAR,0
1472432,1,1,REGULAR,0
3626149,1,1,REGULAR,0
1858010,1,1,REGULAR,0
3460364,2,2,REGULAR,0
3608592,1,1,REGULAR,0
3624520,1,1,REGULAR,0
5436324,1,1,REGULAR,0
3512145,1,1,REGULAR,0
5419316,1,1,REGULAR,0
5398673,1,0,REGULAR,0
1930437,1,0,REGULAR,0
3924613,1,1,REGULAR,0
1879744,1,1,REGULAR,0
5724484,1,1,REGULAR,0
3736129,1,1,REGULAR,0
6872351,1,1,REGULAR,0
3313011,1,1,REGULAR,0
3738910,1,1,PROMOTIONAL,0
3667012,1,1,REGULAR,0
5436516,1,1,REGULAR,0
3892171,1,1,REGULAR,0
5172815,1,1,REGULAR,0
6349137,1,1,REGULAR,0
1868501,1,1,REGULAR,0
6896292,1,1,REGULAR,0
3305785,1,1,REGULAR,0
5809543,2,2,REGULAR,0
5731733,3,3,PROMOTIONAL,0
6443368,1,1,REGULAR,0
1638884,8,8,REGULAR,0
1480254,3,3,REGULAR,0
5152150,1,1,REGULAR,0
3224558,1,1,REGULAR,0
3345076,2,2,REGULAR,0
6930008,1,1,REGULAR,0
6556224,1,1,REGULAR,0
6785082,1,0,REGULAR,0
6228079,1,1,REGULAR,0
6205417,1,0,REGULAR,0
3788424,12,12,REGULAR,0
5833782,4,4,REGULAR,0
5200086,1,1,REGULAR,0
6326083,2,2,REGULAR,0
6222681,6,6,REGULAR,0
6719561,1,1,REGULAR,0
6373636,3,0,REGULAR,0
6690298,1,1,REGULAR,0
3286984,1,1,REGULAR,0
3922554,1,1,REGULAR,0
5278695,1,0,REGULAR,0
1708551,1,1,REGULAR,0
6664056,1,1,REGULAR,0
5344745,1,1,REGULAR,0
5476442,1,1,REGULAR,0
6770395,1,1,REGULAR,0
1618060,1,1,REGULAR,0
3223658,1,1,REGULAR,0
6847728,1,1,REGULAR,0
3539398,1,1,REGULAR,0
6789210,1,1,REGULAR,0
3167143,1,1,REGULAR,0
3825775,2,2,PROMOTIONAL,0
1880900,1,1,REGULAR,0
1892814,1,1,REGULAR,0
5223032,1,1,REGULAR,0
3478626,1,1,REGULAR,0
5295129,1,1,REGULAR,0
5957331,1,1,REGULAR,0
1599557,1,1,REGULAR,0
3113153,1,1,REGULAR,0
5667495,1,1,REGULAR,0
5308237,1,1,REGULAR,0
5835613,4,4,REGULAR,0
1733156,2,2,REGULAR,0
3520733,1,1,REGULAR,0
1100031,1,1,REGULAR,0
5459722,1,1,REGULAR,0
3593118,1,1,REGULAR,0
5454511,1,1,REGULAR,0
5444889,1,1,REGULAR,0
5142442,1,1,REGULAR,0
5669857,1,1,REGULAR,0
5856993,1,1,REGULAR,0
3587185,1,1,REGULAR,0
3470180,1,1,REGULAR,0
3333068,1,1,REGULAR,0
6382314,1,1,REGULAR,0
3706396,1,1,REGULAR,0
1649995,1,1,REGULAR,0
1949902,1,0,REGULAR,0
5188912,1,0,REGULAR,0
6122336,1,1,REGULAR,0
3656988,1,1,REGULAR,0
3461537,1,1,REGULAR,0
5532943,1,1,REGULAR,0
3898631,1,0,REGULAR,0
1905948,1,0,REGULAR,0
3701209,1,1,REGULAR,0
3714201,1,1,REGULAR,0
1979504,1,1,REGULAR,0
6342412,5,5,REGULAR,0
1895622,1,0,REGULAR,0
1934138,1,0,REGULAR,0
1678870,1,1,REGULAR,0
5694581,1,1,PROMOTIONAL,0
3582724,1,1,PROMOTIONAL,0
3189714,1,0,REGULAR,0
3284856,1,1,REGULAR,0
5421783,1,0,REGULAR,0
1603637,1,1,REGULAR,0
3272053,1,0,REGULAR,0
5464645,2,0,REGULAR,0
1979919,1,1,REGULAR,0
3690278,1,1,REGULAR,0
3317416,1,1,REGULAR,0
3567140,1,1,REGULAR,0
1892540,1,1,REGULAR,0
3855282,1,1,REGULAR,0
5118000,1,1,REGULAR,0
3265491,1,1,REGULAR,0
3368015,1,0,REGULAR,0
3230390,1,1,REGULAR,0
5296468,1,1,REGULAR,0
5451411,1,0,REGULAR,0
1912120,1,0,REGULAR,0
1549568,1,0,REGULAR,0
3263863,1,1,REGULAR,0
1874220,1,1,REGULAR,0
3191956,3,0,PROMOTIONAL,0
3206906,1,0,REGULAR,0
3855572,1,1,REGULAR,0
3265792,1,1,REGULAR,0
3105607,1,1,REGULAR,0
5873485,1,1,REGULAR,0
5532069,1,1,REGULAR,0
5437937,1,1,REGULAR,0
1935757,1,1,REGULAR,0
3222698,1,0,REGULAR,0
3128432,2,2,PROMOTIONAL,0
3489633,1,1,REGULAR,0
3486622,1,1,REGULAR,0
5447374,1,0,REGULAR,0
3186056,1,1,REGULAR,0
5770096,1,0,REGULAR,0
3517351,1,1,REGULAR,0
5394638,1,0,REGULAR,0
5906078,1,1,REGULAR,0
3100496,1,1,REGULAR,0
5355714,1,0,REGULAR,0
5355153,1,1,REGULAR,0
3770364,1,1,REGULAR,0
3724697,1,1,REGULAR,0
5386292,1,1,REGULAR,0
3463593,1,1,REGULAR,0
5745987,1,1,REGULAR,0
1859560,1,1,REGULAR,0
1978208,1,1,REGULAR,0
3179682,1,1,REGULAR,0
5398131,1,1,REGULAR,0
1512290,1,1,REGULAR,0
5527996,1,1,REGULAR,0
3243324,3,3,REGULAR,0
3217704,1,0,REGULAR,0
3709966,1,1,REGULAR,0
3293135,1,1,REGULAR,0
3265771,2,0,REGULAR,0
5698530,1,1,REGULAR,0
3301009,1,0,REGULAR,0
3801291,1,1,REGULAR,0
5403698,1,0,REGULAR,0
3262972,1,0,REGULAR,0
3739443,1,0,REGULAR,0
5854726,1,1,REGULAR,0
5363594,1,1,REGULAR,0
3734639,1,1,REGULAR,0
3633217,1,1,REGULAR,0
3646365,1,1,REGULAR,0
1937128,1,0,REGULAR,0
3540385,1,1,REGULAR,0
3739203,1,1,REGULAR,0
1879796,1,0,REGULAR,0
1920777,1,0,REGULAR,0
1524531,1,0,REGULAR,0
5312183,1,0,REGULAR,0
5915498,1,1,REGULAR,0
5448149,3,3,REGULAR,0
1736484,1,1,REGULAR,0
5165108,1,1,REGULAR,0
5286722,1,1,REGULAR,0
3192563,1,0,REGULAR,0
3278458,3,3,REGULAR,0
3190492,1,1,REGULAR,0
3683427,3,3,REGULAR,0
1968016,1,1,REGULAR,0
3232413,2,0,REGULAR,0
3236362,2,0,PROMOTIONAL,0
5663692,3,3,REGULAR,0
3208505,1,1,REGULAR,0
5959022,1,1,REGULAR,0
3616284,1,1,REGULAR,0
5906377,1,1,REGULAR,0
1683929,1,1,REGULAR,0
1882727,1,1,REGULAR,0
3325752,1,1,REGULAR,0
3233408,1,0,REGULAR,0
5220164,2,2,REGULAR,0
5358225,1,0,REGULAR,0
1949393,1,0,REGULAR,0
1947187,1,1,REGULAR,0
5726244,1,1,REGULAR,0
6349717,1,1,REGULAR,0
6556432,1,1,REGULAR,0
6946625,1,1,REGULAR,0
6775744,1,1,REGULAR,0
6855974,4,4,REGULAR,0
6756350,1,1,REGULAR,0
6260669,1,1,PROMOTIONAL,0
6408443,4,4,REGULAR,0
6715360,1,1,REGULAR,0
6907650,1,1,REGULAR,0
6377049,1,1,REGULAR,0
6680866,6,6,REGULAR,0
6529796,1,1,REGULAR,0
6893416,1,1,REGULAR,0
6414535,2,2,PROMOTIONAL,0
6792070,6,6,REGULAR,0
6702289,1,1,REGULAR,0
6814382,1,1,REGULAR,0
6481735,2,2,REGULAR,0
6906051,1,1,REGULAR,0
6868636,1,1,REGULAR,0
6806158,1,1,REGULAR,0
6771784,1,1,REGULAR,0
6271660,1,1,REGULAR,0
6176155,1,1,REGULAR,0
6446594,2,2,REGULAR,0
6676970,1,1,REGULAR,0
6235398,1,1,REGULAR,0
6872511,1,1,REGULAR,0
6811933,1,1,REGULAR,0
6853729,1,1,REGULAR,0
6322358,1,1,REGULAR,0
6808973,1,1,REGULAR,0
6593111,1,1,REGULAR,0
6659827,1,0,REGULAR,0
6755817,1,1,REGULAR,0
6669677,1,0,REGULAR,0
6826990,1,1,REGULAR,0
6979710,1,1,REGULAR,0
6931359,3,3,REGULAR,0
6893131,1,1,REGULAR,0
6254368,1,1,REGULAR,0
6133523,1,1,REGULAR,0
6850386,1,1,REGULAR,0
6276829,1,1,REGULAR,0
6399471,1,1,REGULAR,0
6317243,1,1,REGULAR,0
6921532,1,1,REGULAR,0
6921101,1,1,REGULAR,0
6645033,6,2,REGULAR,0
6561593,1,1,REGULAR,0
6427738,1,1,REGULAR,0
6538137,4,4,REGULAR,0
6780638,1,1,REGULAR,0
6709598,1,1,REGULAR,0
6734788,1,1,PROMOTIONAL,0
6384394,1,1,REGULAR,0
6582305,1,1,REGULAR,0
6898132,1,1,REGULAR,0
6422171,1,1,REGULAR,0
6846121,4,4,REGULAR,0
6583228,1,1,REGULAR,0
6560212,1,1,REGULAR,0
6293760,1,0,REGULAR,0
6829774,1,1,REGULAR,0
6796565,1,1,REGULAR,0
6722359,1,1,REGULAR,0
6572918,1,1,REGULAR,0
6849826,1,1,REGULAR,0
6428184,1,1,REGULAR,0
6318758,1,1,REGULAR,0
6562217,1,1,REGULAR,0
6914594,1,1,REGULAR,0
6637944,1,1,REGULAR,0
6259825,1,1,REGULAR,0
6807052,1,1,REGULAR,0
6858535,1,1,REGULAR,0
6610044,1,0,REGULAR,0
6857293,1,1,REGULAR,0
6835988,1,1,REGULAR,0
6701203,1,1,REGULAR,0
6453904,1,1,REGULAR,0
6510742,1,1,REGULAR,0
6539655,1,1,REGULAR,0
6755038,1,1,REGULAR,0
6810748,1,1,REGULAR,0
6729558,1,0,REGULAR,0
6482103,1,1,REGULAR,0
6628882,1,1,REGULAR,0
6565871,1,1,REGULAR,0
6937038,2,2,REGULAR,0
6940186,4,4,PROMOTIONAL,0
6177413,1,1,REGULAR,0
6679592,3,3,REGULAR,0
6695174,3,3,REGULAR,0
6698045,2,2,REGULAR,0
5787820,1,1,REGULAR,0
5286839,1,1,REGULAR,0
6873908,1,1,REGULAR,0
6701682,2,2,REGULAR,0
3369957,1,1,REGULAR,0
6236123,1,1,REGULAR,0
6890701,1,1,REGULAR,0
3536834,1,1,REGULAR,0
1616359,6,6,REGULAR,0
3702200,2,2,PROMOTIONAL,0
5248155,1,1,REGULAR,0
3143103,1,1,REGULAR,0
3280853,1,1,REGULAR,0
3811682,1,1,REGULAR,0
5357858,2,0,REGULAR,0
3849743,1,0,REGULAR,0
3531448,1,1,REGULAR,0
3436799,1,1,REGULAR,0
1512461,1,1,REGULAR,0
3234429,1,0,REGULAR,0
3859985,1,1,REGULAR,0
1755222,3,3,REGULAR,0
3731490,1,1,REGULAR,0
3726768,1,1,PROMOTIONAL,0
5198170,1,1,REGULAR,0
6468466,1,1,REGULAR,0
5769202,1,1,REGULAR,0
6361272,1,1,REGULAR,0
6177695,1,0,REGULAR,0
1836904,1,1,REGULAR,0
3609169,1,1,REGULAR,0
6304941,1,1,REGULAR,0
1955506,1,1,REGULAR,0
3138428,1,1,REGULAR,0
5510840,3,3,REGULAR,0
6121167,1,1,REGULAR,0
3664555,1,1,REGULAR,0
6348764,1,1,REGULAR,0
1903255,1,1,REGULAR,0
5338894,1,0,REGULAR,0
3552821,1,1,REGULAR,0
5278288,2,2,REGULAR,0
1863403,1,1,REGULAR,0
1690737,1,1,REGULAR,0
3659465,1,1,REGULAR,0
3616568,1,1,REGULAR,0
3204255,1,0,REGULAR,0
3259418,1,1,REGULAR,0
3720571,1,1,REGULAR,0
3595619,1,1,REGULAR,0
3567988,1,1,REGULAR,0
1914255,1,1,REGULAR,0
6425686,1,1,REGULAR,0
3647362,1,1,REGULAR,0
3800545,1,1,REGULAR,0
3493624,1,1,REGULAR,0
1637254,1,1,REGULAR,0
1603463,1,1,REGULAR,0
3121530,1,1,PROMOTIONAL,0
6532881,1,1,REGULAR,0
3304583,1,1,REGULAR,0
5201452,1,1,REGULAR,0
3362348,1,1,REGULAR,0
5442221,1,1,REGULAR,0
3867866,1,1,REGULAR,0
3688880,1,1,REGULAR,0
3139546,1,0,REGULAR,0
3875891,1,1,PROMOTIONAL,0
3600169,1,1,REGULAR,0
5924751,1,1,REGULAR,0
3706701,1,1,REGULAR,0
3900450,1,0,REGULAR,0
3663240,1,1,REGULAR,0
3195327,2,0,REGULAR,0
5691297,1,1,REGULAR,0
5921929,2,2,REGULAR,0
1690540,1,1,REGULAR,0
5448283,1,1,REGULAR,0
6918048,1,1,REGULAR,0
5359893,1,0,REGULAR,0
3703949,1,1,PROMOTIONAL,0
3603002,1,1,REGULAR,0
6951510,2,2,REGULAR,0
6878298,1,1,REGULAR,0
6753524,1,1,REGULAR,0
5487101,1,1,REGULAR,0
1524893,1,1,REGULAR,0
3279666,1,1,REGULAR,0
1703842,1,1,REGULAR,0
6177003,1,1,REGULAR,0
5779805,1,1,REGULAR,0
6674347,1,1,REGULAR,0
6265907,1,1,REGULAR,0
6429224,4,4,REGULAR,0
3181883,1,1,REGULAR,0
3454741,1,1,REGULAR,0
3526381,2,2,REGULAR,0
3477091,1,1,REGULAR,0
3165887,1,0,REGULAR,0
3729182,1,1,REGULAR,0
3690647,1,1,REGULAR,0
3250355,2,0,REGULAR,0
1741186,1,1,REGULAR,0
3733011,1,1,REGULAR,0
3789481,1,0,REGULAR,0
3339157,1,1,REGULAR,0
3160656,1,1,REGULAR,0
3508563,1,1,REGULAR,0
3867686,1,0,REGULAR,0
3904335,2,2,REGULAR,0
1950847,3,0,REGULAR,0
3528982,1,1,REGULAR,0
1479088,1,1,REGULAR,0
1701880,1,1,REGULAR,0
3237909,1,0,REGULAR,0
1968492,1,1,REGULAR,0
3549358,1,0,REGULAR,0
1864736,1,1,REGULAR,0
3845741,1,1,REGULAR,0
3725497,1,1,REGULAR,0
3912848,1,0,REGULAR,0
1593234,1,1,REGULAR,0
1627934,1,1,REGULAR,0
1582002,1,1,PROMOTIONAL,0
3693605,1,1,REGULAR,0
3710127,1,1,REGULAR,0
3251097,1,0,REGULAR,0
1645077,1,1,REGULAR,0
3309085,1,0,REGULAR,0
3332962,1,1,REGULAR,0
5247603,1,1,REGULAR,0
3112693,1,1,REGULAR,0
3845744,1,1,REGULAR,0
5887039,1,1,REGULAR,0
5291201,2,0,REGULAR,0
6978454,1,1,REGULAR,0
6121839,1,1,REGULAR,0
1565841,1,1,REGULAR,0
3912033,1,1,REGULAR,0
5446744,4,4,REGULAR,0
3655535,1,1,REGULAR,0
5702035,2,2,REGULAR,0
5381263,1,1,REGULAR,0
3894074,3,3,REGULAR,0
3480820,1,1,REGULAR,0
5511620,1,0,REGULAR,0
5858788,1,1,REGULAR,0
3713330,1,1,REGULAR,0
1608157,1,1,REGULAR,0
3910509,1,1,REGULAR,0
3197494,1,0,REGULAR,0
5476244,3,3,REGULAR,0
5492137,1,1,REGULAR,0
6338603,1,1,REGULAR,0
5434801,1,1,REGULAR,0
1727478,1,1,REGULAR,0
3170764,1,1,REGULAR,0
5424715,3,3,REGULAR,0
3467716,1,1,REGULAR,0
1494789,2,2,REGULAR,0
3869237,1,1,REGULAR,0
1700454,1,1,REGULAR,0
6683477,1,1,REGULAR,0
1599060,1,1,REGULAR,0
5873482,1,1,REGULAR,0
3312109,1,1,REGULAR,0
1741443,1,1,REGULAR,0
5329602,1,1,REGULAR,0
3279217,1,1,REGULAR,0
3362225,4,4,REGULAR,0
5945303,1,1,REGULAR,0
5929956,1,1,REGULAR,0
1511673,1,1,REGULAR,0
1885310,2,0,REGULAR,0
5232752,2,2,REGULAR,0
5388407,1,1,REGULAR,0
3864104,1,1,REGULAR,0
5426091,1,1,REGULAR,0
3907755,1,0,REGULAR,0
5285367,1,1,REGULAR,0
6676414,1,0,BOOKING,0
6930322,1,1,REGULAR,0
5372301,1,1,REGULAR,0
5151887,1,1,REGULAR,0
1914671,2,2,REGULAR,0
3209856,2,0,REGULAR,0
3345756,1,1,REGULAR,0
3564644,1,1,REGULAR,0
6211433,3,3,REGULAR,0
3355583,1,1,REGULAR,0
5117429,1,1,REGULAR,0
5906303,1,1,REGULAR,0
5453641,1,1,REGULAR,0
1611880,1,1,REGULAR,0
6501016,1,1,REGULAR,0
5725784,1,1,REGULAR,0
1939364,1,0,REGULAR,0
3911405,1,1,REGULAR,0
1485026,1,1,REGULAR,0
5105746,1,1,REGULAR,0
1518453,1,1,REGULAR,0
6863847,1,1,REGULAR,0
3474708,1,1,REGULAR,0
5274606,3,3,REGULAR,0
6378083,1,1,REGULAR,0
3663839,1,1,REGULAR,0
6420742,1,1,REGULAR,0
6812348,2,2,REGULAR,0
6385429,1,1,REGULAR,0
6364603,1,1,REGULAR,0
6239622,1,1,PROMOTIONAL,0
6204816,2,2,PROMOTIONAL,0
6373355,1,1,REGULAR,0
6382005,1,1,REGULAR,0
6846728,1,1,REGULAR,0
6211476,1,1,REGULAR,0
6300166,1,1,REGULAR,0
6749294,1,1,REGULAR,0
6376809,1,1,REGULAR,0
6926589,1,1,REGULAR,0
6829099,1,1,REGULAR,0
3253635,1,1,REGULAR,0
6419359,1,1,REGULAR,0
6931833,1,1,REGULAR,0
6381040,8,8,REGULAR,0
6425331,1,1,REGULAR,0
6606260,3,3,REGULAR,0
6607513,2,2,PROMOTIONAL,0
6947697,3,3,REGULAR,0
6819306,6,0,REGULAR,0
6234580,2,2,REGULAR,0
6410379,1,1,REGULAR,0
6529399,1,1,REGULAR,0
6808456,12,12,PROMOTIONAL,0
6700161,4,4,REGULAR,0
6246895,2,2,REGULAR,0
6388420,2,2,REGULAR,0
6385369,3,3,REGULAR,0
3802382,2,2,REGULAR,0
3625635A,2,2,REGULAR,0
5795013,3,3,REGULAR,0
3878035,1,0,REGULAR,0
8480567,1,1,DIRECT,4954288
8051042,1,1,DIRECT,4834753
6782532,1,1,REGULAR,0
3715615,1,1,REGULAR,0
3810072,1,1,REGULAR,0
6364304,1,1,REGULAR,0
6898876,1,1,REGULAR,0
1596165,1,1,REGULAR,0
5389683,1,1,REGULAR,0
5716463,2,2,REGULAR,0
5389400,1,1,REGULAR,0
3658428,1,1,REGULAR,0
5731116,1,1,REGULAR,0
3548294,1,1,REGULAR,0
3541089,1,1,REGULAR,0
3708465,1,1,REGULAR,0
3542074,2,2,REGULAR,0
3821231,1,0,REGULAR,0
1805132,1,1,REGULAR,0
5756351,2,2,REGULAR,0
5350827,1,1,REGULAR,0
3195665,1,1,REGULAR,0
6643701,1,1,REGULAR,0
5479054,4,4,REGULAR,0
5658972,2,2,REGULAR,0
1654456,1,1,REGULAR,0
5460325,3,3,REGULAR,0
6766252,1,1,REGULAR,0
3211927,1,1,REGULAR,0
3201288,1,1,REGULAR,0
5105865,1,1,REGULAR,0
3493521,1,1,REGULAR,0
1793702,1,1,REGULAR,0
1907232,1,1,REGULAR,0
6384660,1,1,REGULAR,0
6244704,1,0,REGULAR,0
3184425,1,1,REGULAR,0
1652033,2,2,REGULAR,0
5746822,1,1,REGULAR,0
3463155,1,1,REGULAR,0
6936797,1,1,REGULAR,0
3522876A,1,1,REGULAR,0
6851540,1,1,REGULAR,0
5659537,1,1,REGULAR,0
5725194,6,6,PROMOTIONAL,0
6709086,1,0,REGULAR,0
6882144,2,2,REGULAR,0
6855386,2,2,REGULAR,0
6960682,5,5,REGULAR,0
6261957,2,2,REGULAR,0
6849199,3,3,REGULAR,0
6489231,1,1,REGULAR,0
6465488,1,1,REGULAR,0
6686715,2,2,REGULAR,0
6462823,2,2,REGULAR,0
6684306,4,4,REGULAR,0
6836929,1,1,REGULAR,0
6541447,2,2,REGULAR,0
6426668,2,2,REGULAR,0
1781215,1,1,REGULAR,0
