,CUSTOMER_NUMBER,CUSTOMER_LOCATION,CUSTOMER_DEPARTMENT,CUSTOMER_PROVINCE
7974,2312,1,30,ARIZONA
7975,2142,5,62,ARIZONA
7976,387,13,30,ARIZONA
7977,2972,38,83,TEXAS
7978,15454,1,0,NEW JERSEY
7979,2214,7,61,ARIZONA
7980,2142,2,24,ARIZONA
7981,2214,1,70,ARIZONA
7982,2438,7,70,TEXAS
7983,2972,25,95,TEXAS
7984,387,11,62,ARIZONA
7985,2438,15,62,TEXAS
7986,2073,56,67,TEXAS
7987,10872,1,0,ARIZONA
7988,1046,1,9,CALIFORNIA
7989,387,13,62,ARIZONA
7990,2620,1,62,ARIZONA
7991,985,20,62,ARIZONA
7992,2142,6,62,ARIZONA
7993,1775,7,62,CALIFORNIA
7994,2486,7,62,TEXAS
7995,387,6,62,ARIZONA
7996,10672,1,0,CALIFORNIA
7997,387,26,62,ARIZONA
7998,15202,1,0,TEXAS
7999,322,7,62,TEXAS
8000,1775,31,62,CALIFORNIA
8001,858,1,0,CALIFORNIA
8002,985,25,62,ARIZONA
8003,2438,12,62,TEXAS
8004,2214,3,62,ARIZONA
8005,15755,1,0,ARIZONA
8006,185,42,9,CALIFORNIA
8007,2438,5,62,TEXAS
8008,15138,1,0,ARIZONA
8009,389,3,62,ARIZONA
8010,67,1,0,MICHIGAN
8011,1775,31,62,CALIFORNIA
8012,1145,5,62,TEXAS
8013,2144,73,62,CALIFORNIA
8014,10068,1,0,ARIZONA
8015,2438,12,62,TEXAS
8016,1711,1,0,NEW JERSEY
8017,15190,1,0,ARIZONA
8018,10336,1,0,ARIZONA
8019,15872,1,0,ARIZONA
8020,15190,1,0,ARIZONA
8021,2438,11,62,TEXAS
8022,2438,6,62,TEXAS
8023,1974,1,9,CALIFORNIA
8024,387,6,62,ARIZONA
8025,2312,1,60,ARIZONA
8026,2972,21,62,TEXAS
8027,1775,41,60,CALIFORNIA
8028,2620,1,62,ARIZONA
8029,387,3,62,ARIZONA
8030,2438,52,62,TEXAS
8031,2230,1,62,TEXAS
8032,1979,1,62,ARIZONA
8033,1693,1,60,TEXAS
8034,2059,33,62,CALIFORNIA
8035,10795,1,0,TEXAS
8036,2438,33,62,TEXAS
8037,2059,33,62,CALIFORNIA
8038,2438,7,23,TEXAS
8039,2144,72,62,CALIFORNIA
8040,271,22,62,CALIFORNIA
8042,2144,73,62,CALIFORNIA
8043,2620,18,62,ARIZONA
8044,1412,10,9,TEXAS
8045,1145,3,62,TEXAS
8046,2486,4,62,TEXAS
8047,2620,20,62,ARIZONA
8048,1869,1,62,CALIFORNIA
8049,2073,45,9,TEXAS
8050,7331,581,0,FLORIDA
8051,1775,41,60,CALIFORNIA
8052,2020,24,60,TEXAS
8053,2061,14,62,TEXAS
8054,2950,2,9,TEXAS
8055,10249,1,0,CALIFORNIA
8056,104,1,62,TEXAS
8057,1979,1,62,ARIZONA
8058,1693,1,60,TEXAS
8059,110,1,60,TEXAS
8060,509,1,0,TEXAS
8061,985,1,62,ARIZONA
8062,2037,1,60,ARIZONA
8063,2144,31,62,CALIFORNIA
8064,2144,31,62,CALIFORNIA
8065,2806,1,62,CALIFORNIA
8066,2144,48,62,CALIFORNIA
8067,2486,7,62,TEXAS
8068,2020,4,30,TEXAS
8069,2486,7,62,TEXAS
8070,208,14,62,TEXAS
8071,2438,33,62,TEXAS
8072,2214,3,62,ARIZONA
8073,10427,1,0,MICHIGAN
8074,985,20,62,ARIZONA
8075,2144,72,62,CALIFORNIA
8076,2020,24,60,TEXAS
8077,2486,4,62,TEXAS
8078,1709,1,62,TEXAS
8079,2438,12,62,TEXAS
8080,2312,12,62,ARIZONA
8081,2950,2,9,TEXAS
8082,2791,1,0,ARIZONA
8083,2014,12,60,TEXAS
8084,208,14,62,TEXAS
8085,2312,1,60,ARIZONA
8086,2142,4,62,ARIZONA
8087,643,1,62,CALIFORNIA
8088,10377,1,0,ARIZONA
8089,1560,1,62,MICHIGAN
8090,804,1,60,TEXAS
8091,1819,6,62,TEXAS
8092,2620,18,62,ARIZONA
8093,47,1,9,TEXAS
8094,7331,3,60,FLORIDA
8095,185,42,9,CALIFORNIA
8096,2144,31,62,CALIFORNIA
8097,655,10,62,TEXAS
8098,2645,10,62,ARIZONA
8099,7331,891,9,GEORGIA
8100,7331,161,19,FLORIDA
8101,2438,15,62,TEXAS
8102,452,1,62,TEXAS
8103,2073,45,9,TEXAS
8104,1811,1,62,TEXAS
8105,10937,1,0,TEXAS
8106,10453,1,0,ARIZONA
8107,2486,7,62,TEXAS
8108,643,1,62,CALIFORNIA
8109,1934,4,62,ARIZONA
8110,2073,4,62,TEXAS
8111,104,1,62,TEXAS
8112,2871,1,62,ARIZONA
8113,1496,9,30,ARIZONA
8114,2073,45,9,TEXAS
8115,47,1,9,TEXAS
8116,2438,6,62,TEXAS
8117,271,1,60,CALIFORNIA
8118,2486,4,62,TEXAS
8119,10672,1,0,CALIFORNIA
8120,2059,6,62,CALIFORNIA
8121,2144,33,62,CALIFORNIA
8122,2144,33,62,CALIFORNIA
8123,2789,1,60,ARIZONA
8124,10989,1,0,ARIZONA
8125,2791,1,0,ARIZONA
8126,2144,71,62,CALIFORNIA
8127,15865,1,0,ARIZONA
8128,16473,1,0,FLORIDA
8129,2020,92,60,TEXAS
8130,2674,21,60,CALIFORNIA
8131,10672,1,0,CALIFORNIA
8132,2872,1,30,TEXAS
8133,2144,31,62,CALIFORNIA
8134,1819,1,60,TEXAS
8135,410,1,62,TEXAS
8136,1496,9,62,ARIZONA
8137,2073,4,62,TEXAS
8138,2602,1,0,ARIZONA
8139,655,1,60,TEXAS
8140,2620,1,62,ARIZONA
8141,2061,7,62,TEXAS
8142,185,1,9,CALIFORNIA
8143,110,1,60,TEXAS
8144,2486,4,62,TEXAS
8145,2194,1,0,ARIZONA
8146,389,1,60,ARIZONA
8147,185,1,9,CALIFORNIA
8148,2144,74,62,CALIFORNIA
8149,16473,1,0,FLORIDA
8150,387,1,62,ARIZONA
8151,2872,1,30,TEXAS
8152,1811,1,30,TEXAS
8153,387,5,30,ARIZONA
8154,2806,14,62,CALIFORNIA
8155,387,2,30,ARIZONA
8156,387,23,62,ARIZONA
8157,387,14,30,ARIZONA
8158,387,22,30,ARIZONA
8159,387,24,30,ARIZONA
8160,10654,1,0,MICHIGAN
8161,655,41,60,TEXAS
8162,1691,11,62,ARIZONA
8163,2806,1,62,CALIFORNIA
8164,2759,1,9,CALIFORNIA
8165,2142,6,30,ARIZONA
8166,2144,48,62,CALIFORNIA
8167,387,15,62,ARIZONA
8168,168,1,32,ARIZONA
8169,2438,15,32,TEXAS
8170,1891,8,62,TEXAS
8171,1560,4,30,MICHIGAN
8172,10377,1,0,ARIZONA
8173,2305,1,62,CALIFORNIA
8174,7331,521,9,GEORGIA
8175,2666,1,62,CALIFORNIA
8176,2786,14,62,MICHIGAN
8177,387,21,30,ARIZONA
8178,387,5,30,ARIZONA
8179,1691,1,30,ARIZONA
8180,104,1,62,TEXAS
8181,2059,33,30,CALIFORNIA
8182,387,14,30,ARIZONA
8183,387,7,30,ARIZONA
8184,2142,6,30,ARIZONA
8185,387,4,30,ARIZONA
8186,10868,1,0,TEXAS
8187,2620,18,32,ARIZONA
8188,2486,7,62,TEXAS
8189,387,13,62,ARIZONA
8190,7331,321,9,GEORGIA
8191,387,24,62,ARIZONA
8192,387,13,62,ARIZONA
8193,387,8,62,ARIZONA
8194,1693,1,60,TEXAS
8195,387,11,30,ARIZONA
8196,1895,1,62,CALIFORNIA
8197,387,20,30,ARIZONA
8198,4959,1,62,CALIFORNIA
8199,387,14,30,ARIZONA
8200,387,24,62,ARIZONA
8201,2142,70,62,ARIZONA
8202,387,35,70,ARIZONA
8203,2182,2,60,TEXAS
8204,2872,1,30,TEXAS
8205,387,7,62,ARIZONA
8206,387,22,30,ARIZONA
8207,2914,47,62,CALIFORNIA
8208,47,1,9,TEXAS
8209,2002,1,32,FLORIDA
8210,185,42,9,CALIFORNIA
8211,387,21,30,ARIZONA
8212,387,19,30,ARIZONA
8213,387,17,30,ARIZONA
8214,2666,1,62,CALIFORNIA
8215,2438,42,62,TEXAS
8216,387,14,30,ARIZONA
8217,387,20,30,ARIZONA
8218,387,7,30,ARIZONA
8219,387,6,30,ARIZONA
8220,1691,11,62,ARIZONA
8221,2438,33,32,TEXAS
8222,2914,47,62,CALIFORNIA
8223,387,5,62,ARIZONA
8224,387,13,62,ARIZONA
8225,387,24,30,ARIZONA
8226,2214,3,62,ARIZONA
8227,1811,1,30,TEXAS
8228,208,14,30,TEXAS
8229,387,19,30,ARIZONA
8230,2438,12,32,TEXAS
8231,655,1,30,TEXAS
8232,208,1,30,TEXAS
8233,2061,1,62,TEXAS
8234,2620,18,62,ARIZONA
8235,387,24,62,ARIZONA
8236,2182,26,60,TEXAS
8237,2830,19,60,OHIO
8238,387,22,62,ARIZONA
8239,7331,111,0,GEORGIA
8240,2972,2,70,TEXAS
8241,75295,1,0,ARIZONA
8242,1934,50,70,ARIZONA
8243,1693,1,60,TEXAS
8244,387,11,70,ARIZONA
8245,2020,7,70,TEXAS
8246,2002,1,70,FLORIDA
8247,2214,3,62,ARIZONA
8248,3911,2,60,MICHIGAN
8249,1001,1,60,TEXAS
8250,2312,15,60,ARIZONA
8251,2438,11,62,TEXAS
8252,387,6,62,ARIZONA
8253,387,5,62,ARIZONA
8254,1709,1,62,TEXAS
8255,271,11,62,CALIFORNIA
8256,110,7,60,TEXAS
8257,600,1,0,NEW JERSEY
8258,10672,1,0,CALIFORNIA
8259,2073,45,9,TEXAS
8260,410,1,62,TEXAS
8261,2142,5,62,ARIZONA
8262,208,14,62,TEXAS
8263,2438,15,62,TEXAS
8264,2230,5,62,TEXAS
8265,7331,321,19,GEORGIA
8266,2061,7,62,TEXAS
8267,2438,6,62,TEXAS
8268,2059,6,62,CALIFORNIA
8269,7331,501,19,GEORGIA
8270,1691,12,62,ARIZONA
8271,883,1,60,TEXAS
8272,2002,1,60,FLORIDA
8273,387,11,62,ARIZONA
8274,2871,1,62,ARIZONA
8275,1691,1,62,ARIZONA
8276,387,20,62,ARIZONA
8277,1046,1,9,CALIFORNIA
8278,1891,2,62,TEXAS
8279,387,17,62,ARIZONA
8280,1775,7,62,CALIFORNIA
8281,2806,1,62,CALIFORNIA
8282,16473,1,0,FLORIDA
8283,387,9,62,ARIZONA
8284,2486,4,62,TEXAS
8285,387,5,62,ARIZONA
8286,930,1,9,CALIFORNIA
8287,7167,1,0,NEW JERSEY
8288,2205,1,0,TEXAS
8289,2312,12,62,ARIZONA
8290,1869,1,62,CALIFORNIA
8291,2806,1,62,CALIFORNIA
8292,804,4,62,TEXAS
8293,2073,4,62,TEXAS
8294,2438,11,62,TEXAS
8295,2972,21,62,TEXAS
8297,1496,9,62,ARIZONA
8298,110,1,60,TEXAS
8299,804,6,62,TEXAS
8300,2144,71,62,CALIFORNIA
8301,387,15,62,ARIZONA
8302,2020,92,60,TEXAS
8303,208,14,62,TEXAS
8304,2486,1,62,TEXAS
8305,2759,1,9,CALIFORNIA
8306,2144,71,62,CALIFORNIA
8307,1307,2,60,TEXAS
8308,387,14,62,ARIZONA
8309,655,10,62,TEXAS
8310,2142,70,62,ARIZONA
8311,2674,21,60,CALIFORNIA
8312,10952,1,0,MICHIGAN
8313,1974,1,9,CALIFORNIA
8314,2486,1,62,TEXAS
8315,2438,15,62,TEXAS
8316,1496,70,62,TEXAS
8317,2073,61,9,TEXAS
8318,10068,1,0,ARIZONA
8319,2073,91,62,TEXAS
8320,2438,6,62,TEXAS
8321,208,1,62,TEXAS
8322,883,1,60,TEXAS
8323,2312,1,60,ARIZONA
8324,2037,1,60,ARIZONA
8325,1775,7,62,CALIFORNIA
8326,389,1,60,ARIZONA
8327,387,11,62,ARIZONA
8328,646,2,62,MICHIGAN
8329,2486,4,62,TEXAS
8330,804,4,62,TEXAS
8331,1375,1,83,ARIZONA
8332,2645,2,70,ARIZONA
8333,701,2,70,ARIZONA
8334,387,26,62,ARIZONA
8335,15138,1,0,ARIZONA
8336,1775,1,60,CALIFORNIA
8337,804,4,62,TEXAS
8338,2666,1,62,CALIFORNIA
8339,387,23,62,ARIZONA
8340,2312,1,62,ARIZONA
8341,387,3,62,ARIZONA
8342,925,2,81,CALIFORNIA
8343,2073,62,81,TEXAS
8344,2438,6,62,TEXAS
8345,2841,2,62,TEXAS
8346,1891,2,62,TEXAS
8347,208,1,62,TEXAS
8348,2972,21,62,TEXAS
8349,2486,4,62,TEXAS
8350,1811,1,62,TEXAS
8351,2438,15,62,TEXAS
8352,1775,7,62,CALIFORNIA
8353,2486,1,62,TEXAS
8354,2438,6,62,TEXAS
8355,2073,58,62,TEXAS
8356,208,14,62,TEXAS
8357,2020,67,60,TEXAS
8358,10672,1,0,CALIFORNIA
8359,1891,2,62,TEXAS
8360,1046,1,9,CALIFORNIA
8361,2784,1,9,TEXAS
8362,1775,7,62,CALIFORNIA
8363,7331,321,19,GEORGIA
8364,2813,1,60,TEXAS
8365,271,22,62,CALIFORNIA
8366,2020,67,60,TEXAS
8367,2144,33,62,CALIFORNIA
8368,1145,3,62,TEXAS
8369,2872,6,62,TEXAS
8370,2020,3,60,TEXAS
8371,2144,33,62,CALIFORNIA
8372,2144,72,62,CALIFORNIA
8373,1811,1,62,TEXAS
8374,643,1,62,CALIFORNIA
8375,1307,2,60,TEXAS
8376,2149,6,62,TEXAS
8377,655,1,60,TEXAS
8378,947,1,9,CALIFORNIA
8379,2972,3,62,TEXAS
8380,2061,7,62,TEXAS
8381,2214,7,62,ARIZONA
8382,168,4,62,ARIZONA
8383,1693,1,60,TEXAS
8384,2061,7,62,TEXAS
8385,2871,1,62,ARIZONA
8386,3911,2,60,MICHIGAN
8387,387,4,62,ARIZONA
8388,387,6,62,ARIZONA
8389,185,1,9,CALIFORNIA
8390,322,5,62,TEXAS
8391,2312,1,60,ARIZONA
8392,2486,4,62,TEXAS
8393,16291,1,0,MICHIGAN
8394,16337,1,0,ARIZONA
8395,2806,1,62,CALIFORNIA
8396,110,13,60,TEXAS
8397,2142,4,62,ARIZONA
8398,2620,18,62,ARIZONA
8399,387,8,62,ARIZONA
8400,2312,1,60,ARIZONA
8401,2144,31,62,CALIFORNIA
8402,1972,1,60,TEXAS
8403,2438,11,62,TEXAS
8404,389,3,62,ARIZONA
8405,766,1,0,ARIZONA
8406,643,1,62,CALIFORNIA
8407,387,23,62,ARIZONA
8408,3909,1,62,MICHIGAN
8409,2914,47,62,CALIFORNIA
8410,2806,1,62,CALIFORNIA
8411,2312,14,9,ARIZONA
8412,2438,5,62,TEXAS
8414,2759,1,9,CALIFORNIA
8415,2073,4,62,TEXAS
8416,930,1,9,CALIFORNIA
8417,2142,70,62,ARIZONA
8418,2754,2,62,CALIFORNIA
8419,2214,7,62,ARIZONA
8420,2073,45,9,TEXAS
8421,271,11,62,CALIFORNIA
8422,985,21,62,ARIZONA
8423,2950,2,9,TEXAS
8425,322,5,62,TEXAS
8426,985,17,62,ARIZONA
8427,2312,13,9,ARIZONA
8428,4959,5,62,CALIFORNIA
8429,2144,71,62,CALIFORNIA
8430,1560,1,62,MICHIGAN
8431,2312,12,62,ARIZONA
8432,1348,1,0,TEXAS
8433,10953,1,0,ARIZONA
8434,2674,21,60,CALIFORNIA
8435,10225,1,0,MICHIGAN
8436,387,8,62,ARIZONA
8437,387,5,62,ARIZONA
8438,389,11,60,ARIZONA
8439,985,14,62,ARIZONA
8440,2666,1,62,CALIFORNIA
8441,1693,1,60,TEXAS
8442,2438,15,62,TEXAS
8443,2230,5,62,TEXAS
8444,15755,1,0,ARIZONA
8445,10377,1,0,ARIZONA
8446,2950,2,9,TEXAS
8447,1979,2,62,ARIZONA
8448,2214,7,62,ARIZONA
8449,2620,20,62,ARIZONA
8450,2059,6,62,CALIFORNIA
8451,387,13,62,ARIZONA
8452,7167,1,0,NEW JERSEY
8453,1775,23,9,CALIFORNIA
8454,2806,1,62,CALIFORNIA
8455,1775,23,9,CALIFORNIA
8456,168,1,62,ARIZONA
8457,15165,1,0,CALIFORNIA
8458,387,6,62,ARIZONA
8459,655,41,60,TEXAS
8460,341,1,0,NEW JERSEY
8461,387,15,62,ARIZONA
8462,1819,1,60,TEXAS
8463,387,25,62,ARIZONA
8464,387,8,62,ARIZONA
8465,387,1,62,ARIZONA
8466,16359,1,0,MICHIGAN
8467,387,8,62,ARIZONA
8468,387,19,62,ARIZONA
8469,387,7,62,ARIZONA
8470,10953,1,0,ARIZONA
8471,387,13,62,ARIZONA
8472,387,8,62,ARIZONA
8473,387,6,62,ARIZONA
8474,387,7,62,ARIZONA
8475,387,8,62,ARIZONA
8476,387,8,62,ARIZONA
8477,208,15,70,TEXAS
8478,1895,1,62,CALIFORNIA
8479,2871,5,80,ARIZONA
8480,410,6,9,TEXAS
8481,5568,1,0,NEW JERSEY
8482,410,6,9,TEXAS
8483,2061,4,20,TEXAS
8484,1775,6,70,CALIFORNIA
8485,227,1,9,TEXAS
8486,1307,3,70,TEXAS
8487,497,2,81,TEXAS
8488,2182,14,73,TEXAS
8489,2013,1,64,ARIZONA
8490,2214,14,70,ARIZONA
8491,2719,1,70,MICHIGAN
8492,2059,5,70,CALIFORNIA
8493,2786,6,20,MICHIGAN
8494,2645,2,70,ARIZONA
8495,1775,45,20,CALIFORNIA
8496,2674,21,60,CALIFORNIA
8497,1709,1,62,TEXAS
8498,67,1,0,MICHIGAN
8499,2182,8,61,TEXAS
8500,2059,33,64,CALIFORNIA
8501,771,1,62,CALIFORNIA
8502,4096,1,0,ARIZONA
8503,5525,1,0,TEXAS
8504,1043,1,0,CALIFORNIA
8505,16282,1,0,ARIZONA
8506,4091,1,0,ARIZONA
8507,128,1,0,CALIFORNIA
8508,10618,3,0,ARIZONA
8509,1283,1,0,ARIZONA
8510,1164,1,0,ARIZONA
8511,6330,1,0,TEXAS
8512,1164,1,0,ARIZONA
8513,16262,1,0,TEXAS
8514,15809,1,0,TEXAS
8515,5530,1,0,TEXAS
8516,5803,1,0,TEXAS
8517,16081,1,0,ARIZONA
8518,10625,1,0,TEXAS
8519,203,1,0,CALIFORNIA
8520,16279,1,0,MICHIGAN
8521,2082,1,0,ARIZONA
8522,1043,1,0,CALIFORNIA
8523,4096,1,0,ARIZONA
8524,447,1,0,ARIZONA
8525,694,1,0,ARIZONA
8526,627,1,0,CALIFORNIA
8527,2082,1,0,ARIZONA
8528,4092,1,0,ARIZONA
8529,382,1,0,TEXAS
8530,5530,1,0,TEXAS
8531,2346,1,0,ARIZONA
8532,4190,1,0,TEXAS
8533,15838,1,0,CALIFORNIA
8534,16383,1,0,CALIFORNIA
8535,16081,1,0,ARIZONA
8536,16081,1,0,ARIZONA
8537,5849,1,0,TEXAS
8538,10512,1,0,GEORGIA
8539,2309,1,0,ARIZONA
8540,5680,1,0,TEXAS
8541,387,7,62,ARIZONA
8542,2113,1,60,TEXAS
8543,387,21,62,ARIZONA
8544,1360,1,62,ARIZONA
8545,3912,1,60,MICHIGAN
8546,387,6,62,ARIZONA
8547,2761,1,70,MICHIGAN
8548,11734,1,0,TEXAS
8549,2142,3,24,ARIZONA
8550,1934,8,70,ARIZONA
8551,2645,2,70,ARIZONA
8552,2014,14,70,TEXAS
8553,1775,45,20,CALIFORNIA
8554,1307,3,70,TEXAS
8555,2645,2,70,ARIZONA
8556,2749,4,20,TEXAS
8557,75487,1,0,CALIFORNIA
8558,1307,3,70,TEXAS
8559,2020,6,70,TEXAS
8560,947,1,9,CALIFORNIA
8561,2014,12,60,TEXAS
8562,1709,11,62,TEXAS
8563,2182,8,62,TEXAS
8564,2645,10,62,ARIZONA
8565,110,7,60,TEXAS
8566,2872,6,62,TEXAS
8567,2144,31,62,CALIFORNIA
8568,1693,1,60,TEXAS
8569,2438,12,62,TEXAS
8570,985,1,62,ARIZONA
8571,2020,3,60,TEXAS
8572,1974,5,9,CALIFORNIA
8573,2144,33,62,CALIFORNIA
8574,2438,33,62,TEXAS
8576,2438,12,62,TEXAS
8577,2230,5,62,TEXAS
8578,387,1,62,ARIZONA
8580,643,1,62,CALIFORNIA
8581,2020,4,62,TEXAS
8582,2438,15,62,TEXAS
8583,2602,1,0,ARIZONA
8584,2620,21,62,ARIZONA
8586,2789,1,60,ARIZONA
8587,168,4,62,ARIZONA
8588,883,1,60,TEXAS
8589,47,1,9,TEXAS
8590,1895,1,62,CALIFORNIA
8591,2312,3,62,ARIZONA
8592,387,20,62,ARIZONA
8593,1819,1,60,TEXAS
8594,2073,21,9,TEXAS
8595,2126,1,0,ARIZONA
8596,1984,1,0,ARIZONA
8597,2806,17,62,CALIFORNIA
8598,1775,31,62,CALIFORNIA
8599,64,9,62,CALIFORNIA
8600,1819,1,60,TEXAS
8601,2020,4,62,TEXAS
8602,1811,1,62,TEXAS
8603,2972,21,62,TEXAS
8604,804,4,62,TEXAS
8605,1709,1,62,TEXAS
8606,2438,52,62,TEXAS
8607,2020,4,62,TEXAS
8608,2142,15,62,ARIZONA
8609,2914,47,62,CALIFORNIA
8610,2806,1,62,CALIFORNIA
8611,1775,7,62,CALIFORNIA
8612,185,42,9,CALIFORNIA
8613,2142,4,62,ARIZONA
8614,1046,1,9,CALIFORNIA
8615,2144,31,62,CALIFORNIA
8616,1691,12,62,ARIZONA
8617,2020,67,60,TEXAS
8618,2620,18,62,ARIZONA
8619,2806,1,62,CALIFORNIA
8620,1691,12,62,ARIZONA
8621,804,6,62,TEXAS
8622,1691,11,62,ARIZONA
8623,220,1,9,TEXAS
8624,2438,15,62,TEXAS
8625,2438,11,62,TEXAS
8626,2742,8,62,TEXAS
8627,1107,1,0,CALIFORNIA
8628,1496,9,62,ARIZONA
8629,185,1,9,CALIFORNIA
8630,2002,1,60,FLORIDA
8631,2438,6,62,TEXAS
8632,2872,6,62,TEXAS
8633,2486,1,62,TEXAS
8634,1693,1,60,TEXAS
8636,387,8,62,ARIZONA
8637,387,23,62,ARIZONA
8638,7331,161,19,FLORIDA
8639,2214,7,62,ARIZONA
8640,2701,1,62,ARIZONA
8641,387,11,62,ARIZONA
8642,389,1,60,ARIZONA
8643,387,3,62,ARIZONA
8644,387,15,62,ARIZONA
8645,2871,1,62,ARIZONA
8646,387,3,62,ARIZONA
8647,387,13,62,ARIZONA
8648,2194,1,0,ARIZONA
8649,2142,70,62,ARIZONA
8650,1360,1,62,ARIZONA
8651,1691,11,62,ARIZONA
8652,1691,12,62,ARIZONA
8653,389,3,62,ARIZONA
8654,2312,12,62,ARIZONA
8655,387,59,85,ARIZONA
8656,387,23,62,ARIZONA
8657,387,26,62,ARIZONA
8658,387,6,62,ARIZONA
8659,2871,1,62,ARIZONA
8660,168,1,62,ARIZONA
8661,2142,4,62,ARIZONA
8662,387,2,62,ARIZONA
8663,7167,1,0,NEW JERSEY
8664,1691,1,62,ARIZONA
8665,10672,1,0,CALIFORNIA
8666,1046,1,9,CALIFORNIA
8667,2674,21,60,CALIFORNIA
8668,2020,3,60,TEXAS
8669,2061,7,62,TEXAS
8670,2438,5,62,TEXAS
8671,655,1,60,TEXAS
8672,2020,3,60,TEXAS
8673,2037,1,60,ARIZONA
8674,2438,5,30,TEXAS
8675,2142,70,62,ARIZONA
8676,387,11,62,ARIZONA
8677,2620,1,62,ARIZONA
8678,10286,1,0,TEXAS
8679,2486,4,62,TEXAS
8680,2144,73,62,CALIFORNIA
8681,2230,5,62,TEXAS
8682,11001,1,0,TEXAS
8683,387,8,62,ARIZONA
8684,387,1,62,ARIZONA
8685,387,11,62,ARIZONA
8686,600,1,0,NEW JERSEY
8687,387,9,62,ARIZONA
8688,2144,33,62,CALIFORNIA
8689,7331,381,26,GEORGIA
8690,1968,4,62,TEXAS
8691,2486,7,62,TEXAS
8692,985,17,62,ARIZONA
8693,16087,1,0,ARIZONA
8694,2214,3,62,ARIZONA
8695,16359,1,0,MICHIGAN
8696,1775,23,9,CALIFORNIA
8697,10810,1,0,ARIZONA
8698,16351,1,0,NEW JERSEY
8699,387,3,62,ARIZONA
8700,7331,281,26,FLORIDA
8701,2620,21,62,ARIZONA
8702,110,1,60,TEXAS
8703,2872,6,62,TEXAS
8704,10768,1,0,ARIZONA
8705,804,6,62,TEXAS
8706,2972,3,62,TEXAS
8707,452,1,62,TEXAS
8708,2620,21,62,ARIZONA
8709,5465,1,0,NEW JERSEY
8710,655,1,60,TEXAS
8711,2073,4,62,TEXAS
8712,1819,11,60,TEXAS
8713,2073,61,9,TEXAS
8714,1496,9,62,ARIZONA
8715,2666,1,62,CALIFORNIA
8716,2438,33,62,TEXAS
8717,2142,70,62,ARIZONA
8718,1869,5,60,CALIFORNIA
8719,387,6,62,ARIZONA
8720,387,20,62,ARIZONA
8721,10810,1,0,ARIZONA
8722,1775,41,60,CALIFORNIA
8723,387,23,62,ARIZONA
8724,1496,9,62,ARIZONA
8725,1348,1,0,TEXAS
8726,10757,1,0,TEXAS
8727,387,6,62,ARIZONA
8728,2438,15,62,TEXAS
8729,2872,61,62,TEXAS
8730,646,2,61,MICHIGAN
8731,387,17,61,ARIZONA
8732,2020,4,61,TEXAS
8733,2950,2,61,TEXAS
8734,2438,6,30,TEXAS
8735,1691,12,62,ARIZONA
8736,2142,70,62,ARIZONA
8737,387,9,30,ARIZONA
8738,2871,1,62,ARIZONA
8739,387,1,30,ARIZONA
8740,387,6,30,ARIZONA
8741,1691,12,62,ARIZONA
8742,1819,1,68,TEXAS
8743,5650,1,0,ARIZONA
8744,2312,1,60,ARIZONA
8745,2620,18,32,ARIZONA
8746,387,19,30,ARIZONA
8747,2142,5,62,ARIZONA
8748,387,21,30,ARIZONA
8749,2438,6,30,TEXAS
8750,985,1,30,ARIZONA
8751,387,20,30,ARIZONA
8752,1307,1,30,TEXAS
8753,2312,1,30,ARIZONA
8754,387,6,30,ARIZONA
8755,387,3,30,ARIZONA
8756,2059,6,62,CALIFORNIA
8757,10068,1,0,ARIZONA
8758,2073,4,62,TEXAS
8759,1496,9,30,ARIZONA
8760,387,22,30,ARIZONA
8761,387,17,30,ARIZONA
8762,2872,1,30,TEXAS
8763,387,3,30,ARIZONA
8764,387,20,62,ARIZONA
8765,2813,3,73,TEXAS
8766,271,12,70,CALIFORNIA
8767,2020,91,70,TEXAS
8768,1819,12,73,TEXAS
8769,2794,1,81,TEXAS
8770,2073,7,83,TEXAS
8771,3225,1,0,ARIZONA
8772,655,4,20,TEXAS
8773,1891,1,23,TEXAS
8774,1709,44,70,TEXAS
8775,1775,5,20,CALIFORNIA
8776,2014,14,70,TEXAS
8777,208,2,70,TEXAS
8778,2020,54,70,TEXAS
8779,2754,7,70,CALIFORNIA
8780,1891,1,23,TEXAS
8781,1934,50,70,ARIZONA
8782,2786,6,20,MICHIGAN
8783,168,2,70,ARIZONA
8784,387,10,70,ARIZONA
8785,2073,60,70,TEXAS
8786,985,18,70,ARIZONA
8787,2871,1,62,ARIZONA
8788,1691,11,62,ARIZONA
8789,10569,1,0,CALIFORNIA
8790,2230,5,62,TEXAS
8791,2073,45,9,TEXAS
8792,2144,33,62,CALIFORNIA
8793,2486,4,66,TEXAS
8794,2073,4,64,TEXAS
8795,600,1,0,NEW JERSEY
8796,1107,1,0,CALIFORNIA
8797,1807,2,64,CALIFORNIA
8798,2142,70,64,ARIZONA
8799,2182,2,64,TEXAS
8800,410,1,64,TEXAS
8801,2020,4,60,TEXAS
8802,2059,33,62,CALIFORNIA
8803,2312,3,62,ARIZONA
8804,1979,2,62,ARIZONA
8805,2674,21,60,CALIFORNIA
8806,2312,15,60,ARIZONA
8807,2914,47,62,CALIFORNIA
8808,10613,1,0,ARIZONA
8809,1693,2,81,TEXAS
8810,2620,22,65,ARIZONA
8811,2666,1,62,CALIFORNIA
